reporting_entity_name_in_network_files,provider_group_id,provider_group_id_type,sub_npi,negotiation_arrangement,billing_code,billing_code_type,billing_code_name,billing_code_modifier,negotiated_type,negotiated_rate,billing_class,provider_name,provider_city,provider_state,provider_zip_code
UnitedHealthcare Insurance Company,60646652,ein,1427100957,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,33207.85,institutional,Yale New Haven Hospital,New Haven,CT,6504
UnitedHealthcare Insurance Company,60646652,ein,1427100957,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,37432.92,institutional,Yale New Haven Hospital,New Haven,CT,6504
UnitedHealthcare Insurance Company,60646652,ein,1427100957,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,63860,institutional,Yale New Haven Hospital,New Haven,CT,6504
UnitedHealthcare Insurance Company,60646652,ein,1427100957,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,146273.4,institutional,Yale New Haven Hospital,New Haven,CT,6504
UnitedHealthcare Insurance Company,60646652,ein,1427100957,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,189144.22,institutional,Yale New Haven Hospital,New Haven,CT,6504
UnitedHealthcare Insurance Company,60646768,ein,1508928615,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,16589,institutional,The Hospital Of Central Connecticut New Britain General Campus,New Britain,CT,6052
UnitedHealthcare Insurance Company,60646768,ein,1508928615,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,35000,institutional,The Hospital Of Central Connecticut New Britain General Campus,New Britain,CT,6052
Aetna Life insurance Company,60646768,ein,1508928615,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,39094,institutional,The Hospital Of Central Connecticut New Britain General Campus,New Britain,CT,6052
Aetna Life insurance Company,60646768,ein,1508928615,ffs,455,MS-DRG,COMBINED ANTERIOR//POSTERIOR,,negotiated,65838,institutional,The Hospital Of Central Connecticut New Britain General Campus,New Britain,CT,6052
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,16712.41,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,60646813,ein,1144234428,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,negotiated,19384,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6112
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,19917.1,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,22451.17,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,35031.74,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,87730.52,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
UnitedHealthcare Insurance Company,60646813,ein,1871713495,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,113443.19,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Piedmont Community Health Plan,60646917,ein,1093808800,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,4744,institutional,Stamford Hospital,Stamford,CT,6904
Aetna Life insurance Company,60646917,ein,1831345271,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,4863,institutional,Stamford Hospital,Stamford,CT,6902
Aetna Life insurance Company,60646966,ein,1477888055,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,33784,institutional,Windham Hospital,Willimantic,CT,6226
Aetna Life insurance Company,60646966,ein,1477888055,ffs,455,MS-DRG,COMBINED ANTERIOR//POSTERIOR,,negotiated,83530,institutional,Windham Hospital,Willimantic,CT,6226
UnitedHealthcare Insurance Company,61379945,ein,1760421630,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,5700,institutional,Willimantic Va Clinic,Willimantic,CT,6226
Aetna Life insurance Company,61520109,ein,1629082920,ffs,121,MS-DRG,ACUTE MAJOR EYE INFECTIONS,,negotiated,18124,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,61520109,ein,1629082920,ffs,178,MS-DRG,RESPIRATORY INFECTIONS & INF,,negotiated,21804,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,61520109,ein,1629082920,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,34043,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,61520109,ein,1629082920,ffs,455,MS-DRG,COMBINED ANTERIOR//POSTERIOR,,negotiated,85545,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,61520109,ein,1629082920,ffs,928,MS-DRG,FULL THICK BURN W GRAFT W CC,,negotiated,100526,institutional,Saint Francis Hospital And Medical Center,Hartford,CT,6105
Aetna Life insurance Company,61562701,ein,1982663423,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,4192,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,14272.31,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,16088.19,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,16241,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,25103.25,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,62866.44,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
UnitedHealthcare Insurance Company,61562701,ein,1972562239,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,81291.77,institutional,St Catherine Of Siena Medical Center,Smithtown,NY,11787
BCBSMI,61694249,ein,1700966710,ffs,47562,CPT,Laparoscopic Cholecystectomy,,fee schedule,478.53,institutional,Surgery Center Of Kalamazoo,Portage,MI,49024
BCBSMI,61694249,ein,1700966710,ffs,77373,CPT,Sbrt Delivery,,fee schedule,1564.1,institutional,Surgery Center Of Kalamazoo,Portage,MI,49024
BCBSMI,61694249,ein,1700966710,ffs,36522,CPT,Photopheresis,,fee schedule,2465.98,institutional,Surgery Center Of Kalamazoo,Portage,MI,49024
BCBSMI,61694249,ein,1700966710,ffs,33249,CPT,Nsert Pace-Defib W//Lead,,fee schedule,4411.54,institutional,Surgery Center Of Kalamazoo,Portage,MI,49024
BCBSMI,61694249,ein,1700966710,ffs,15777,CPT,Acellular Derm Matrix Implt,,fee schedule,4868.24,institutional,Surgery Center Of Kalamazoo,Portage,MI,49024
Capital Health Plan Inc.,61713547,ein,1992904163,ffs,15777,CPT,Biologic soft tissue implant,,percentage,0,institutional,Select Specialty Hospital Gainesville,Gainesville,FL,32610
Capital Health Plan Inc.,61713547,ein,1992904163,ffs,47562,CPT,Gallbladder removal,,percentage,0,institutional,Select Specialty Hospital Gainesville,Gainesville,FL,32610
Aetna Life insurance Company,61760818,ein,1376876664,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,3158,institutional,Spotsylvania Regional Medical Center,Fredericksburg,VA,22408
Aetna Life insurance Company,61760818,ein,1376876664,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,41839,institutional,Spotsylvania Regional Medical Center,Fredericksburg,VA,22408
Aetna Life insurance Company,61760818,ein,1376876664,ffs,455,MS-DRG,COMBINED ANTERIOR//POSTERIOR,,negotiated,109267,institutional,Spotsylvania Regional Medical Center,Fredericksburg,VA,22408
Aetna Life insurance Company,66068853,ein,1649263880,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,4581,institutional,Norwalk Hospital,Norwalk,CT,6850
Piedmont Community Health Plan,66068853,ein,1427041581,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,negotiated,19342,institutional,Norwalk Hospital,Norwalk,CT,6850
Piedmont Community Health Plan,66068853,ein,1427041581,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,32610,institutional,Norwalk Hospital,Norwalk,CT,6850
Aetna Life insurance Company,66068853,ein,1649263880,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,32610,institutional,Norwalk Hospital,Norwalk,CT,6850
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,25137.48,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,29957.72,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,33769.27,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,52691.96,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,131957.28,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
UnitedHealthcare Insurance Company,111352310,ein,1548676943,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,170632.23,institutional,South Nassau Communities Hospital,Oceanside,NY,11572
Aetna Life insurance Company,111562701,ein,1366459570,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,2088,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,14816,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,14816,institutional,North Shore University Hospital,Manhasset,NY,11030
Aetna Life insurance Company,111562701,ein,1366459570,ffs,178,MS-DRG,RESPIRATORY INFECTIONS & INF,,negotiated,15440,institutional,North Shore University Hospital,Manhasset,NY,11030
Aetna Life insurance Company,111562701,ein,1366459570,ffs,121,MS-DRG,ACUTE MAJOR EYE INFECTIONS,,negotiated,21264,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,28574.27,institutional,North Shore University Hospital,Manhasset,NY,11030
Aetna Life insurance Company,111562701,ein,1366459570,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,60291,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,63041,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,149817,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111562701,ein,1366459570,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,193961.05,institutional,North Shore University Hospital,Manhasset,NY,11030
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111630755,ein,1184657215,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,8556,institutional,The Brooklyn Hospital Center,Brooklyn,NY,11217
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111631837,ein,1700886322,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,8341,institutional,Wyckoff Heights Medical Center,Brooklyn,NY,11237
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,12346,institutional,Peconic Bay Medical Center,Manorville,NY,11949
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,12346,institutional,Peconic Bay Medical Center,Manorville,NY,11949
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,26268.48,institutional,Peconic Bay Medical Center,Manorville,NY,11949
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,54287,institutional,Peconic Bay Medical Center,Manorville,NY,11949
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,127791,institutional,Peconic Bay Medical Center,Manorville,NY,11949
UnitedHealthcare Insurance Company,111661359,ein,1043500655,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,178309.44,institutional,Peconic Bay Medical Center,Manorville,NY,11949
Aetna Life insurance Company,111665825,ein,1346274537,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,2030,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,785,MS-DRG,Cesarean Section with Sterilization without CC//MCC,,negotiated,9051.68,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,178,MS-DRG,Respiratory Infections and Inflammations with CC,,negotiated,10787.39,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,121,MS-DRG,Acute Major Eye Infections with CC//MCC,,negotiated,12159.88,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,470,MS-DRG,Major Hip and Knee Joint Replacement or Reattachment of Lower Extremity without MCC,,negotiated,18973.7,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,455,MS-DRG,Combined Anterior and Posterior Spinal Fusion without CC//MCC,,negotiated,47516.11,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
UnitedHealthcare Insurance Company,111665825,ein,1346274537,ffs,928,MS-DRG,Full Thickness Burn with Skin Graft or Inhalation Injury with CC//MCC,,negotiated,61442.46,institutional,St Johns Episcopal Hospital,Far Rockaway,NY,11691
Aetna Life insurance Company,111667761,ein,1275541104,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,2088,institutional,South Shore University Hospital,Bay Shore,NY,11706
Aetna Life insurance Company,111667761,ein,1275541104,ffs,928,MS-DRG,FULL THICK BURN W GRAFT W CC,,per diem,7151,institutional,South Shore University Hospital,Bay Shore,NY,11706
Aetna Life insurance Company,111667761,ein,1275541104,ffs,178,MS-DRG,RESPIRATORY INFECTIONS & INF,,negotiated,15440,institutional,South Shore University Hospital,Bay Shore,NY,11706
Aetna Life insurance Company,111667761,ein,1275541104,ffs,121,MS-DRG,ACUTE MAJOR EYE INFECTIONS,,negotiated,21264,institutional,South Shore University Hospital,Bay Shore,NY,11706
Aetna Life insurance Company,111667761,ein,1275541104,ffs,470,MS-DRG,MAJOR JOINT REPLACEMENT,,negotiated,60291,institutional,South Shore University Hospital,Bay Shore,NY,11706
Aetna Life insurance Company,111871039,ein,1497765630,ffs,785,MS-DRG,CESAREAN SECTION W STERILIZATION W//O CC//MCC,,per diem,4192,institutional,St Charles Hospital,Port Jefferson,NY,11777
